date;artist;track;spotify_data;album_name;album_release_date;track_popularity;artist_id
2022-06-30;Organek;FOTOGRAF BROK;Ocali Nas Miłość|2021-07-30|35|2cPIQ8eVSqSKGjBQXgi3WH;Ocali Nas Miłość;2021-07-30;35.0;2cPIQ8eVSqSKGjBQXgi3WH
2022-06-30;Kaśka Sochacka;CICHE DNI;Ciche dni|2021-03-26|54|3ClL18AtCAPwXVT6mUkBDN;Ciche dni;2021-03-26;54.0;3ClL18AtCAPwXVT6mUkBDN
2022-06-30;Męskie Granie Orkiestra 2021;I CIEBIE TEŻ, BARDZO;I Ciebie też, bardzo (feat. Daria Zawiałow, Dawid Podsiadło & Vito Bambino)|2021-06-30|68|5xoXMR6Y8PORwObvyND9ZE;I Ciebie też, bardzo (feat. Daria Zawiałow, Dawid Podsiadło & Vito Bambino);2021-06-30;68.0;5xoXMR6Y8PORwObvyND9ZE
2022-06-30;Fisz Emade Tworzywo;ZA MAŁO CZASU;Ballady I Protesty|2021-10-29|44|0YYxsW13yGiA2e80fu4VIA;Ballady I Protesty;2021-10-29;44.0;0YYxsW13yGiA2e80fu4VIA
2022-06-30;Billy Idol;BITTER TASTE;Bitter Taste|2021-08-11|58|7lzordPuZEXxwt9aoVZYmG;Bitter Taste;2021-08-11;58.0;7lzordPuZEXxwt9aoVZYmG
2022-06-30;Artur Andrus;ZUPA NIC;|||;;;;
2022-06-30;Ralph Kaminski;PIĘĆ MINUT ŁEZ;"Pięć Minut Łez (From ""Moje wspaniałe życie"")|2021-08-19|49|7l1IUcuGTEXMuD1aN3wFqw";"Pięć Minut Łez (From ""Moje wspaniałe życie"")";2021-08-19;49.0;7l1IUcuGTEXMuD1aN3wFqw
2022-06-30;Strachy Na Lachy;ZACHMURZONY W TOBIE;Piekło|2021-10-01|29|4DXXg7xzgKAEYeFhh9wAtk;Piekło;2021-10-01;29.0;4DXXg7xzgKAEYeFhh9wAtk
2022-06-30;Marcin Nowakowski;NA RÓŻOWO;Na różowo|2021-10-21|14|3enFhWFiJILf4OYGcTPdMy;Na różowo;2021-10-21;14.0;3enFhWFiJILf4OYGcTPdMy
2022-06-30;Eric Clapton;THIS HAS GOTTA STOP;This Has Gotta Stop|2021-08-27|42|6PAt558ZEZl0DmdXlnjMgD;This Has Gotta Stop;2021-08-27;42.0;6PAt558ZEZl0DmdXlnjMgD
2022-06-30;Organek;DOPPELGANGER;Na razie stoję, na razie patrzę|2021-11-05|30|2cPIQ8eVSqSKGjBQXgi3WH;Na razie stoję, na razie patrzę;2021-11-05;30.0;2cPIQ8eVSqSKGjBQXgi3WH
2022-06-30;Tears For Fears;THE TIPPING POINT;The Tipping Point|2022-02-25|52|4bthk9UfsYUYdcFyqxmSUU;The Tipping Point;2022-02-25;52.0;4bthk9UfsYUYdcFyqxmSUU
2022-06-30;Iron Maiden;DAYS OF FUTURE PAST;Senjutsu|2021-09-03|43|6mdiAmATAx73kdxrNrnlao;Senjutsu;2021-09-03;43.0;6mdiAmATAx73kdxrNrnlao
2022-06-30;The Rolling Stones;LIVING IN THE HEART OF LOVE;Living In The Heart Of Love|2021-08-19|33|22bE4uQ6baNwSHPVcDxLCe;Living In The Heart Of Love;2021-08-19;33.0;22bE4uQ6baNwSHPVcDxLCe
2022-06-30;Dave Gahan;METAL HEART;Imposter|2021-11-12|42|7hKXTmrq3ZppBx881yBbOr;Imposter;2021-11-12;42.0;7hKXTmrq3ZppBx881yBbOr
2022-06-30;Skubas;DOBRA CZARODZIEJKA;Dobra Czarodziejka|2021-05-25|41|5BoG8WljgEsbLOtoK5IAok;Dobra Czarodziejka;2021-05-25;41.0;5BoG8WljgEsbLOtoK5IAok
2022-06-30;Bokka;900;Blood Moon|2022-02-25|38|6R2e6FSXY9vhgOulV08FO3;Blood Moon;2022-02-25;38.0;6R2e6FSXY9vhgOulV08FO3
2022-06-30;Iron Maiden;THE WRITING ON THE WALL;Senjutsu|2021-09-03|45|6mdiAmATAx73kdxrNrnlao;Senjutsu;2021-09-03;45.0;6mdiAmATAx73kdxrNrnlao
2022-06-30;Blurred Pink;CZY TU JEST NASZ DOM?;CZY TU JEST NASZ DOM?|2021-04-11|36|420ExMrSqalFaHc9dypLlN;CZY TU JEST NASZ DOM?;2021-04-11;36.0;420ExMrSqalFaHc9dypLlN
2022-06-30;Maria Peszek;LOVESONG;Ave Maria|2021-09-10|40|2bJ904AqmK8LRH9fGShlQM;Ave Maria;2021-09-10;40.0;2bJ904AqmK8LRH9fGShlQM
2022-06-30;Michael Kiwanuka;BEAUTIFUL LIFE;Beautiful Life|2021-10-12|54|0bzfPKdbXL5ezYW2z3UGQj;Beautiful Life;2021-10-12;54.0;0bzfPKdbXL5ezYW2z3UGQj
2022-06-30;Krzysztof Zalewski;WILK;Wilk|2022-02-15|30|1U1eSs7M2ENf09cDx4lavK;Wilk;2022-02-15;30.0;1U1eSs7M2ENf09cDx4lavK
2022-06-30;Diana Ross;THANK YOU;Thank You|2021-06-17|58|3MdG05syQeRYPPcClLaUGl;Thank You;2021-06-17;58.0;3MdG05syQeRYPPcClLaUGl
2022-06-30;Bluszcz;ODRA;Odra|2021-08-19|31|4QUfzPnzzNf93Y6VKxZVlD;Odra;2021-08-19;31.0;4QUfzPnzzNf93Y6VKxZVlD
2022-06-30;Eddie Vedder;LONG WAY;Earthling|2022-02-11|48|0mXTJETA4XUa12MmmXxZJh;Earthling;2022-02-11;48.0;0mXTJETA4XUa12MmmXxZJh
2022-06-30;Elton John;FINISH LINE;The Lockdown Sessions|2021-10-22|47|3PhoLpVuITZKcymswpck5b;The Lockdown Sessions;2021-10-22;47.0;3PhoLpVuITZKcymswpck5b
2022-06-30;Sting;RUSHING WATER;The Bridge (Super Deluxe)|2022-06-17|40|0Ty63ceoRnnJKVEYP0VQpk;The Bridge (Super Deluxe);2022-06-17;40.0;0Ty63ceoRnnJKVEYP0VQpk
2022-06-30;Król;ZBYT DOBRZE CI IDZIE;Dziękuję|2021-04-09|30|0gH4VBwt5MwWomiOXloDC4;Dziękuję;2021-04-09;30.0;0gH4VBwt5MwWomiOXloDC4
2022-06-30;Fisz Emade Tworzywo;SPEKTRUM BARW;Ballady I Protesty|2021-10-29|37|0YYxsW13yGiA2e80fu4VIA;Ballady I Protesty;2021-10-29;37.0;0YYxsW13yGiA2e80fu4VIA
2022-06-30;Czesław Mozil;Z MIŁOŚCI;#IDEOLOGIAMOZILA|2021-11-26|25|5rDWHA1JYXY31soG6Os9cY;#IDEOLOGIAMOZILA;2021-11-26;25.0;5rDWHA1JYXY31soG6Os9cY
2022-06-30;Męskie Granie Orkiestra 2022;JEST TYLKO TERAZ;Jest tylko teraz (feat. Bedoes, Krzysztof Zalewski & Kwiat Jabłoni)|2022-05-31|61|1WbPJm4WVQvxOEQO1GEJy7;Jest tylko teraz (feat. Bedoes, Krzysztof Zalewski & Kwiat Jabłoni);2022-05-31;61.0;1WbPJm4WVQvxOEQO1GEJy7
2022-06-30;Jack Savoretti;YOU DON'T HAVE TO SAY YOU LOVE ME;Europiana Encore|2022-05-20|43|7nC05zmJukRGYObQeRgg3x;Europiana Encore;2022-05-20;43.0;7nC05zmJukRGYObQeRgg3x
2022-06-30;Blossoms;CINERAMA HOLY DAYS;Ribbon Around The Bomb|2022-04-29|25|22RISwgVJyZu9lpqAcv1F5;Ribbon Around The Bomb;2022-04-29;25.0;22RISwgVJyZu9lpqAcv1F5
2022-06-30;LemON;PTAKI;Ptaki|2022-05-13|47|3B4XG3HanBgkVOybc89Q3T;Ptaki;2022-05-13;47.0;3B4XG3HanBgkVOybc89Q3T
2022-06-30;Harry Styles;LATE NIGHT TALKING;Harry's House|2022-05-20|95|6KImCVD70vtIoJWnq6nGn3;Harry's House;2022-05-20;95.0;6KImCVD70vtIoJWnq6nGn3
2022-06-30;Classix Nouveaux;FIX YOUR EYES UP;Fix Your Eyes Up|2022-05-16|27|40PsC6cWe7ZQdOUTqF5JgD;Fix Your Eyes Up;2022-05-16;27.0;40PsC6cWe7ZQdOUTqF5JgD
2022-06-30;Ralph Kaminski;BAL U RAFAŁA;Bal u Rafała|2022-05-16|50|7l1IUcuGTEXMuD1aN3wFqw;Bal u Rafała;2022-05-16;50.0;7l1IUcuGTEXMuD1aN3wFqw
2022-06-30;Luxtorpeda;PRZYGOTUJ SIĘ NA NAJLEPSZE;Omega|2022-06-01|34|0D5kXlS7UOApMpTyuSrFAW;Omega;2022-06-01;34.0;0D5kXlS7UOApMpTyuSrFAW
2022-06-30;Administratorr Electro;AMATORZY NOCNEJ CISZY;Amatorzy nocnej ciszy|2022-05-16|32|6FPamV3tkyoMVnCBPejBVy;Amatorzy nocnej ciszy;2022-05-16;32.0;6FPamV3tkyoMVnCBPejBVy
2022-06-30;Mariusz Lubomski;ŚREDNIOWIECZNOŚĆ;Sęk You|2022-03-25|19|05AVHcWP9DF6y6LEU845uz;Sęk You;2022-03-25;19.0;05AVHcWP9DF6y6LEU845uz
2022-06-30;MARO;SAUDADE, SAUDADE;Festival Da Canção 2022|2022-01-21|71|3NP4jJcW3R6qO6rbtnH0wn;Festival Da Canção 2022;2022-01-21;71.0;3NP4jJcW3R6qO6rbtnH0wn
2022-06-30;Natalia Przybysz i Skubas;SYRENA WŚRÓD FAL;|||;;;;
2022-06-30;William Fitzsimmons;LOVE WILL TEAR US APART (GARAŻ 357);|||;;;;
2022-06-30;Stanisława Celińska;PRZYTUL;Przytul|2022-05-26|18|0sijpMmVF9ui4micUVn9d6;Przytul;2022-05-26;18.0;0sijpMmVF9ui4micUVn9d6
2022-06-30;Kalush Orchestra;STEFANIA;Stefania (Kalush Orchestra)|2022-03-18|78|46rVVJwHWNS7C7MaWXd842;Stefania (Kalush Orchestra);2022-03-18;78.0;46rVVJwHWNS7C7MaWXd842
2022-06-30;The Waterboys;ONCE WERE BROTHERS;All Souls Hill|2022-05-06|34|5TnuP42pw475UrjjeabtwZ;All Souls Hill;2022-05-06;34.0;5TnuP42pw475UrjjeabtwZ
2022-06-30;Dawid Tyszkowski;KOSZULKA;Koszulka|2022-04-21|46|2Lp4rVUJ5ZRZfT8wkWF81K;Koszulka;2022-04-21;46.0;2Lp4rVUJ5ZRZfT8wkWF81K
2022-06-30;Lady Gaga;HOLD MY HAND;"Hold My Hand (Music From The Motion Picture ""Top Gun: Maverick"")|2022-05-03|85|1HY2Jd0NmPuamShAr6KMms";"Hold My Hand (Music From The Motion Picture ""Top Gun: Maverick"")";2022-05-03;85.0;1HY2Jd0NmPuamShAr6KMms
2022-06-30;Voo Voo;BEZRUCH;Bezruch|2022-04-21|38|4vC1DrwqCb43puGttDWlwL;Bezruch;2022-04-21;38.0;4vC1DrwqCb43puGttDWlwL
2022-06-30;Mitch;ALLA SERENITA;Alla serenità|2022-05-20|27|2PQkXVCcXu0Nwf226rzGXq;Alla serenità;2022-05-20;27.0;2PQkXVCcXu0Nwf226rzGXq
2022-06-30;Diana Ross;TURN UP THE SUNSHINE;Turn Up The Sunshine (From 'Minions: The Rise of Gru' Soundtrack)|2022-05-19|66|3MdG05syQeRYPPcClLaUGl;Turn Up The Sunshine (From 'Minions: The Rise of Gru' Soundtrack);2022-05-19;66.0;3MdG05syQeRYPPcClLaUGl
2022-06-30;Placebo;SURROUNDED BY SPIES;Never Let Me Go|2022-03-25|33|6RZUqkomCmb8zCRqc9eznB;Never Let Me Go;2022-03-25;33.0;6RZUqkomCmb8zCRqc9eznB
2022-06-30;Gibbs;PIĘKNY ŚWIAT;Piękny Świat|2022-05-19|66|1T4HxOYolAEb5PadIVKdWZ;Piękny Świat;2022-05-19;66.0;1T4HxOYolAEb5PadIVKdWZ
2022-06-30;Michał Pepol;KCKM;KCKM|2022-06-14|34|0gaIWmDwfXqZ3uMj72ccZ0;KCKM;2022-06-14;34.0;0gaIWmDwfXqZ3uMj72ccZ0
2022-06-30;Jeff Beck;This Is A Song For Miss Heady Lamarr;|||;;;;
2022-06-30;Muse;Will Of The People;Will Of The People|2022-06-01|68|12Chz98pHFMPJEknJQMWvI;Will Of The People;2022-06-01;68.0;12Chz98pHFMPJEknJQMWvI
2022-06-30;Dawid Podsiadło;Post;POST|2022-06-24|64|6EB8VE9f7Ut6NOgviN6gDW;POST;2022-06-24;64.0;6EB8VE9f7Ut6NOgviN6gDW
2022-06-30;Ørganek;Samoloty;Samoloty|2022-06-21|27|2cPIQ8eVSqSKGjBQXgi3WH;Samoloty;2022-06-21;27.0;2cPIQ8eVSqSKGjBQXgi3WH
2022-06-30;David Paich;Spirit Of The Moonrise;Spirit Of The Moonrise|2022-06-09|39|6zgKTqBOokh6IjLXOO5zfQ;Spirit Of The Moonrise;2022-06-09;39.0;6zgKTqBOokh6IjLXOO5zfQ
2022-06-30;Editors;Karma Climb;Karma Climb|2022-06-07|52|6e9wIFWhBPHLE9bXK8gtBI;Karma Climb;2022-06-07;52.0;6e9wIFWhBPHLE9bXK8gtBI
2022-06-30;Administratorr Electro;Mroczne biznesy;Biznesy i romanse|2022-05-30|24|6FPamV3tkyoMVnCBPejBVy;Biznesy i romanse;2022-05-30;24.0;6FPamV3tkyoMVnCBPejBVy
2022-06-30;Harry Styles;Daydreaming;Harry's House|2022-05-20|88|6KImCVD70vtIoJWnq6nGn3;Harry's House;2022-05-20;88.0;6KImCVD70vtIoJWnq6nGn3
2022-06-30;Tears For Fears;My Demons;The Tipping Point|2022-02-25|50|4bthk9UfsYUYdcFyqxmSUU;The Tipping Point;2022-02-25;50.0;4bthk9UfsYUYdcFyqxmSUU
2022-06-30;Kate Bush;Running Up That Hill;Hounds of Love (2018 Remaster)|1985-09-16|91|1aSxMhuvixZ8h9dK9jIDwL;Hounds of Love (2018 Remaster);1985-09-16;91.0;1aSxMhuvixZ8h9dK9jIDwL
2022-06-30;Julia Kamińska;Żal mi;Żal mi|2022-06-09|41|4jFzWphpCeC923MojgEp7V;Żal mi;2022-06-09;41.0;4jFzWphpCeC923MojgEp7V
2022-06-30;Ralph Kaminski;Duchy;Duchy|2022-05-31|50|7l1IUcuGTEXMuD1aN3wFqw;Duchy;2022-05-31;50.0;7l1IUcuGTEXMuD1aN3wFqw
2022-06-30;Muchy;Nie tak;Nie tak (Radio edit)|2022-05-24|36|09Z3SI4GkhYjpCB6884vC8;Nie tak (Radio edit);2022-05-24;36.0;09Z3SI4GkhYjpCB6884vC8
2022-06-30;Porcupine Tree;HERD CULLING;CLOSURE / CONTINUATION|2022-06-24|40|5NXHXK6hOCotCF8lvGM1I0;CLOSURE / CONTINUATION;2022-06-24;40.0;5NXHXK6hOCotCF8lvGM1I0
2022-06-30;Robert Plant;SEARCHING FOR MY LOVE;Raise The Roof|2021-11-19|44|1OwarW4LEHnoep20ixRA0y;Raise The Roof;2021-11-19;44.0;1OwarW4LEHnoep20ixRA0y
2022-06-30;Franio Mucha;MIŚ MAMONA;Miś Mamona|2022-05-06|25|2l1ha2vETw02TOEdpepvEx;Miś Mamona;2022-05-06;25.0;2l1ha2vETw02TOEdpepvEx
2022-06-30;Archive;WE ARE THE SAME;We Are The Same|2022-03-15|35|1Q776wzj2mrtXrNu3iH6nk;We Are The Same;2022-03-15;35.0;1Q776wzj2mrtXrNu3iH6nk
2022-06-30;DJ BRK;ROBIĘ CO MOGĘ;Robię Co Mogę|2022-04-18|56|2jNxbYSRQ7pkrxVuOjES7n;Robię Co Mogę;2022-04-18;56.0;2jNxbYSRQ7pkrxVuOjES7n
2022-06-30;Muse;COMPLIANCE;Compliance|2022-03-17|66|12Chz98pHFMPJEknJQMWvI;Compliance;2022-03-17;66.0;12Chz98pHFMPJEknJQMWvI
2022-06-30;Eddie Vedder;INVINCIBLE;Earthling|2022-02-11|52|0mXTJETA4XUa12MmmXxZJh;Earthling;2022-02-11;52.0;0mXTJETA4XUa12MmmXxZJh
2022-06-30;Joanna Pocica;TRZYNASTU DZIELNYCH LUDZI;|||;;;;
2022-06-30;Michelle Gurevich;GOODBYE MY DICTATOR;Goodbye My Dictator|2022-03-07|40|2lP3Fx1aGCbQvH1F6i5Qeg;Goodbye My Dictator;2022-03-07;40.0;2lP3Fx1aGCbQvH1F6i5Qeg
2022-06-30;Karaś/Rogucki;ZAPASOWY TLEN;Zapasowy Tlen|2022-03-08|40|1ZAGaCgMaOtt2yOUm1Qq6x;Zapasowy Tlen;2022-03-08;40.0;1ZAGaCgMaOtt2yOUm1Qq6x
2022-06-30;Florence And The Machine;MY LOVE;My Love|2022-03-10|70|1moxjboGR7GNWYIMWsRjgG;My Love;2022-03-10;70.0;1moxjboGR7GNWYIMWsRjgG
2022-06-30;Polskie Znaki;NIECH MONARCHOWIE;Niech monarchowie|2022-03-09|37|51mMxJU8FRsiFRbXnYB3or;Niech monarchowie;2022-03-09;37.0;51mMxJU8FRsiFRbXnYB3or
2022-06-30;Florence And The Machine;KING;Dance Fever|2022-05-13|69|1moxjboGR7GNWYIMWsRjgG;Dance Fever;2022-05-13;69.0;1moxjboGR7GNWYIMWsRjgG
2022-06-30;Rammstein;ZEIT;Zeit|2022-04-29|75|6wWVKhxIU2cEi0K81v7HvP;Zeit;2022-04-29;75.0;6wWVKhxIU2cEi0K81v7HvP
2022-06-30;Kae Tempest;MORE PRESSURE;More Pressure|2022-01-10|43|1YcprGtF13BYCZQK9jYPEw;More Pressure;2022-01-10;43.0;1YcprGtF13BYCZQK9jYPEw
2022-06-30;Tori Amos;SPIES;Ocean to Ocean|2021-10-29|40|1KsASRNugxU85T0u6zSg32;Ocean to Ocean;2021-10-29;40.0;1KsASRNugxU85T0u6zSg32
2022-06-30;Ewa Bem;WYRZEŹBIŁAM TWOJĄ TWARZ W POWIETRZU (LIVE);Live|2021-11-12|16|6E6qou5XcK7fjR7Ikvq0AP;Live;2021-11-12;16.0;6E6qou5XcK7fjR7Ikvq0AP
2022-06-30;Tears For Fears;BREAK THE MAN;The Tipping Point|2022-02-25|53|4bthk9UfsYUYdcFyqxmSUU;The Tipping Point;2022-02-25;53.0;4bthk9UfsYUYdcFyqxmSUU
2022-06-30;Placebo;TRY BETTER NEXT TIME;Never Let Me Go|2022-03-25|36|6RZUqkomCmb8zCRqc9eznB;Never Let Me Go;2022-03-25;36.0;6RZUqkomCmb8zCRqc9eznB
2022-06-30;Hidden By Ivy;UNDER THE WAVES;Absent|2021-11-19|17|2nfwzENcmwKAejFHkmOl0J;Absent;2021-11-19;17.0;2nfwzENcmwKAejFHkmOl0J
2022-06-30;Röyksopp;IMPOSSIBLE;Profound Mysteries|2022-04-29|46|5nPOO9iTcrs9k6yFffPxjH;Profound Mysteries;2022-04-29;46.0;5nPOO9iTcrs9k6yFffPxjH
2022-06-30;WaluśKraksaKryzys;TO CO MIĘDZY NAMI;ATAK|2021-04-23|45|4kOWvyAkvmkCrIHwW3bODd;ATAK;2021-04-23;45.0;4kOWvyAkvmkCrIHwW3bODd
2022-06-30;Myslovitz;MIŁOŚĆ;Myslovitz (Edycja Specjalna)|2010-04-16|29|3sntDD4Y2K97qvDq3GPqZ5;Myslovitz (Edycja Specjalna);2010-04-16;29.0;3sntDD4Y2K97qvDq3GPqZ5
2022-06-30;Pablopavo i Ludziki;PROWADZIMY CZYNNOŚCI;Mozaika|2022-03-30|36|5y7leUjjrhUswowWshGpCi;Mozaika;2022-03-30;36.0;5y7leUjjrhUswowWshGpCi
2022-06-30;Red Hot Chili Peppers;NOT THE ONE;|||;;;;
2022-06-30;Sosnowski;PYŁ;Pył|2022-04-08|39|41qXa50750tdWTyhtp1iCq;Pył;2022-04-08;39.0;41qXa50750tdWTyhtp1iCq
2022-06-30;Architects;WHEN WE WERE YOUNG;when we were young|2022-04-20|64|3ZztVuWxHzNpl0THurTFCv;when we were young;2022-04-20;64.0;3ZztVuWxHzNpl0THurTFCv
2022-06-30;Röyksopp;IF YOU WANT ME;Profound Mysteries|2022-04-29|47|5nPOO9iTcrs9k6yFffPxjH;Profound Mysteries;2022-04-29;47.0;5nPOO9iTcrs9k6yFffPxjH
2022-06-30;Sheryl Crow;FOREVER;Forever|2022-03-25|34|4TKTii6gnOnUXQHyuo9JaD;Forever;2022-03-25;34.0;4TKTii6gnOnUXQHyuo9JaD
2022-06-30;Vito Bambino;POSZŁO;Poszło|2022-04-06|55|5XGkLMcwitYFdwroktQs7o;Poszło;2022-04-06;55.0;5XGkLMcwitYFdwroktQs7o
2022-06-30;Kirk Hammett;HIGH PLAINS DRIFTER;High Plains Drifter|2022-04-15|45|2ePzbA0F0TD96Na0MEB2Cf;High Plains Drifter;2022-04-15;45.0;2ePzbA0F0TD96Na0MEB2Cf
2022-06-30;Artist For Ukraine;MAMY SIEBIE - MUSIC AGAINST WAR;Mamy siebie (Music Against War)|2022-04-20|25|3BzNLpnqZ1IMvso6rdIeUh;Mamy siebie (Music Against War);2022-04-20;25.0;3BzNLpnqZ1IMvso6rdIeUh
2022-06-30;Igo;BRUDAS;Brudas|2022-04-12|51|6I5JdHLVup9pIjn9g5K20N;Brudas;2022-04-12;51.0;6I5JdHLVup9pIjn9g5K20N
2022-06-30;T.Love;JA CIEBIE KOCHAM;Hau! Hau!|2022-04-22|39|2L14uYIQePr3ZEutb6feZz;Hau! Hau!;2022-04-22;39.0;2L14uYIQePr3ZEutb6feZz
2022-06-30;Muchy;PSY MIŁOŚCI;Psy miłości|2021-11-16|10|09Z3SI4GkhYjpCB6884vC8;Psy miłości;2021-11-16;10.0;09Z3SI4GkhYjpCB6884vC8
2022-06-30;Anieli;NIEMIŁOŚĆ;Niemiłość|2022-04-20|41|014XDYJJQpJHyaZyxpJrrB;Niemiłość;2022-04-20;41.0;014XDYJJQpJHyaZyxpJrrB
2022-06-30;Polskie Znaki;OH ANGEL;Rzeczy ostatnie|2022-03-25|26|51mMxJU8FRsiFRbXnYB3or;Rzeczy ostatnie;2022-03-25;26.0;51mMxJU8FRsiFRbXnYB3or
2022-06-30;Mick Jagger;STRANGE GAME;"Strange Game (From The ATV+ Original Series ""Slow Horses”)|2022-04-01|47|3d2pb1dHTm8b61zAGVUVvO";"Strange Game (From The ATV+ Original Series ""Slow Horses”)";2022-04-01;47.0;3d2pb1dHTm8b61zAGVUVvO
2022-06-30;Sanah;ELDORADO;UCZTA|2022-04-14|65|0TMvoNR0AIJV138mHY6jdE;UCZTA;2022-04-14;65.0;0TMvoNR0AIJV138mHY6jdE
2022-06-30;Sanah;SEN WE ŚNIE;UCZTA|2022-04-14|64|0TMvoNR0AIJV138mHY6jdE;UCZTA;2022-04-14;64.0;0TMvoNR0AIJV138mHY6jdE
2022-06-30;Rammstein;ZICK ZACK;Zeit|2022-04-29|74|6wWVKhxIU2cEi0K81v7HvP;Zeit;2022-04-29;74.0;6wWVKhxIU2cEi0K81v7HvP
2022-06-30;Kaśka Sochacka;DLA MNIE TO JUŻ KONIEC;Ciche dni|2021-03-26|51|3ClL18AtCAPwXVT6mUkBDN;Ciche dni;2021-03-26;51.0;3ClL18AtCAPwXVT6mUkBDN
2022-06-30;Harry Styles;AS IT WAS;As It Was|2022-03-31|99|6KImCVD70vtIoJWnq6nGn3;As It Was;2022-03-31;99.0;6KImCVD70vtIoJWnq6nGn3
2022-06-30;Pink Floyd;HEY HEY RISE UP;Hey Hey Rise Up (feat. Andriy Khlyvnyuk of Boombox)|2022-04-08|58|0k17h0D3J5VfsdmQ1iZtE9;Hey Hey Rise Up (feat. Andriy Khlyvnyuk of Boombox);2022-04-08;58.0;0k17h0D3J5VfsdmQ1iZtE9
2022-06-30;Kwiat Jabłoni;KOMETA;Mogło być nic|2021-02-05|52|53l3yjX8ITilPIlCRsVKEB;Mogło być nic;2021-02-05;52.0;53l3yjX8ITilPIlCRsVKEB
2022-06-30;Scorpions;SEVENTH SUN;Rock Believer (Deluxe)|2022-02-25|46|27T030eWyCQRmDyuvr1kxY;Rock Believer (Deluxe);2022-02-25;46.0;27T030eWyCQRmDyuvr1kxY
2022-07-04;Fisz Emade Tworzywo;ZA MAŁO CZASU;Ballady I Protesty|2021-10-29|44|0YYxsW13yGiA2e80fu4VIA;Ballady I Protesty;2021-10-29;44.0;0YYxsW13yGiA2e80fu4VIA
2022-07-04;Męskie Granie Orkiestra 2021;I CIEBIE TEŻ, BARDZO;I Ciebie też, bardzo (feat. Daria Zawiałow, Dawid Podsiadło & Vito Bambino)|2021-06-30|68|5xoXMR6Y8PORwObvyND9ZE;I Ciebie też, bardzo (feat. Daria Zawiałow, Dawid Podsiadło & Vito Bambino);2021-06-30;68.0;5xoXMR6Y8PORwObvyND9ZE
2022-07-04;Kaśka Sochacka;CICHE DNI;Ciche dni|2021-03-26|54|3ClL18AtCAPwXVT6mUkBDN;Ciche dni;2021-03-26;54.0;3ClL18AtCAPwXVT6mUkBDN
2022-07-04;Organek;FOTOGRAF BROK;Ocali Nas Miłość|2021-07-30|35|2cPIQ8eVSqSKGjBQXgi3WH;Ocali Nas Miłość;2021-07-30;35.0;2cPIQ8eVSqSKGjBQXgi3WH
2022-07-04;Krzysztof Zalewski;PTAKI (MTV UNPLUGGED);MTV Unplugged|2021-11-23|46|1U1eSs7M2ENf09cDx4lavK;MTV Unplugged;2021-11-23;46.0;1U1eSs7M2ENf09cDx4lavK
2022-07-04;Organek;IDZIEMY W MIASTO;Ocali Nas Miłość|2021-07-30|35|2cPIQ8eVSqSKGjBQXgi3WH;Ocali Nas Miłość;2021-07-30;35.0;2cPIQ8eVSqSKGjBQXgi3WH
2022-07-04;Bitamina;NIECH NO TYLKO ZAKWITNĄ JABŁONIE;Niech no tylko zakwitną jabłonie|2021-07-09|50|2EJzUdaDAwfqcjpQcRAYdQ;Niech no tylko zakwitną jabłonie;2021-07-09;50.0;2EJzUdaDAwfqcjpQcRAYdQ
2022-07-04;Muchy;SZARORÓŻOWE;Szaroróżowe (Radio edit)|2021-05-07|47|09Z3SI4GkhYjpCB6884vC8;Szaroróżowe (Radio edit);2021-05-07;47.0;09Z3SI4GkhYjpCB6884vC8
2022-07-04;Daria Zawiałow;ŻÓŁTA TAKSÓWKA;Wojny i Noce|2021-06-11|47|0tdKRrbItnLj40yUFi23jx;Wojny i Noce;2021-06-11;47.0;0tdKRrbItnLj40yUFi23jx
2022-07-04;Jan Borysewicz;NIE WIERZ NIGDY KOBIECIE;Nie wierz nigdy kobiecie|2021-09-10|38|3aOdQc0HYtG1ZJoU5eyv8P;Nie wierz nigdy kobiecie;2021-09-10;38.0;3aOdQc0HYtG1ZJoU5eyv8P
2022-07-04;Adele;EASY ON ME;Easy On Me|2021-10-14|87|4dpARuHxo51G3z768sgnrY;Easy On Me;2021-10-14;87.0;4dpARuHxo51G3z768sgnrY
2022-07-04;ABBA;DON'T SHUT ME DOWN;|||;;;;
2022-07-04;Patrick The Pan;NIE CHCĘ PSA;Miło wszystko|2021-06-25|41|7vYfq6OMlGDw1IpTxar2h2;Miło wszystko;2021-06-25;41.0;7vYfq6OMlGDw1IpTxar2h2
2022-07-04;Ralph Kaminski;PO PROSTU BĄDŹ;Kora|2021-10-15|56|7l1IUcuGTEXMuD1aN3wFqw;Kora;2021-10-15;56.0;7l1IUcuGTEXMuD1aN3wFqw
2022-07-04;Sting;IF IT'S LOVE;The Bridge (Deluxe)|2021-11-19|51|0Ty63ceoRnnJKVEYP0VQpk;The Bridge (Deluxe);2021-11-19;51.0;0Ty63ceoRnnJKVEYP0VQpk
2022-07-04;Artur Rojek;WSZYSTKO MI MÓWI, ŻE MNIE KTOŚ POKOCHAŁ;Wszystko mi mówi, że mnie ktoś pokochał|2021-09-03|44|2wmdMX0w131ZumU30P5WZH;Wszystko mi mówi, że mnie ktoś pokochał;2021-09-03;44.0;2wmdMX0w131ZumU30P5WZH
